Site ID,Site Name,Area,Regional,Emin40 (kWh),Emax (kWh),Kota / Kabupaten
TSK127,TANJUNGSARI,Area 2,R04_Jawa Barat,660.0,11880.0,TASIKMALAYA
TSK649,KELEMPANGSARI,Area 2,R04_Jawa Barat,308.0,5544.0,TASIKMALAYA
TSK023,CIAWI,Area 2,R04_Jawa Barat,920.0,16560.0,TASIKMALAYA
TSK020,TAWANG,Area 2,R04_Jawa Barat,920.0,16560.0,TASIKMALAYA
TSK017,KARANGNUNGGAL,Area 2,R04_Jawa Barat,1660.0,29880.0,TASIKMALAYA
TSK115,CIKUKULU,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
TSK007,KAMPUNGNAGA,Area 2,R04_Jawa Barat,660.0,11880.0,TASIKMALAYA
TSK006,MANONJAYA,Area 2,R04_Jawa Barat,920.0,16560.0,TASIKMALAYA
TSK027,SODONGHILIR,Area 2,R04_Jawa Barat,660.0,11880.0,TASIKMALAYA
TSK111,KPBNJARANTSK,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
TSK120,KARYAWANGI,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
TSK118,DEUDEUL,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
TSK117,PURWARAHAYU,Area 2,R04_Jawa Barat,660.0,11880.0,TASIKMALAYA
TSK100,CIBEBERTSK,Area 2,R04_Jawa Barat,660.0,11880.0,TASIKMALAYA
TSK109,CIJOHO,Area 2,R04_Jawa Barat,660.0,11880.0,TASIKMALAYA
TSK064,GNGTANJUNG,Area 2,R04_Jawa Barat,440.0,7920.0,TASIKMALAYA
TSK114,MARGASARI,Area 2,R04_Jawa Barat,660.0,11880.0,TASIKMALAYA
TSK699,KELTJSARI,Area 2,R04_Jawa Barat,528.0,9504.0,TASIKMALAYA
TSK698,CIHIDEUNGTSK,Area 2,R04_Jawa Barat,920.0,16560.0,TASIKMALAYA
TSK696,CIBATUIRENG,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
TSK686,CIEUNTEUNG,Area 2,R04_Jawa Barat,660.0,11880.0,TASIKMALAYA
TSK603,JLMARTADINATATSK,Area 2,R04_Jawa Barat,308.0,5544.0,TASIKMALAYA
TSK725,DRSUKARJOTSK,Area 2,R04_Jawa Barat,308.0,5544.0,TASIKMALAYA
TSK723,LANUDTSK,Area 2,R04_Jawa Barat,308.0,5544.0,TASIKMALAYA
TSK063,SAMBONGJAYA,Area 2,R04_Jawa Barat,660.0,11880.0,TASIKMALAYA
TSK578,PASIHEAS,Area 2,R04_Jawa Barat,528.0,9504.0,TASIKMALAYA
TSK577,CITAPEN,Area 2,R04_Jawa Barat,528.0,9504.0,TASIKMALAYA
TSK576,SUKARESIK,Area 2,R04_Jawa Barat,660.0,11880.0,TASIKMALAYA
COD065,CMBPLZTELKOMTASIKMLY,Area 2,R04_Jawa Barat,308.0,5544.0,TASIKMALAYA
TSK142,BARENGKOK,Area 2,R04_Jawa Barat,660.0,11880.0,TASIKMALAYA
TSK372,TARAJU,Area 2,R04_Jawa Barat,660.0,11880.0,TASIKMALAYA
TSK135,COGREG,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
TSK176,NAGARAWANGI,Area 2,R04_Jawa Barat,528.0,9504.0,TASIKMALAYA
TSK172,RAHAYUTASIK,Area 2,R04_Jawa Barat,528.0,9504.0,TASIKMALAYA
TSK362,CIPATUJAH,Area 2,R04_Jawa Barat,920.0,16560.0,TASIKMALAYA
TSK133,REJATANJUNG,Area 2,R04_Jawa Barat,660.0,11880.0,TASIKMALAYA
TSK134,KPSUKAGALIH,Area 2,R04_Jawa Barat,660.0,11880.0,TASIKMALAYA
TSK136,SUNIABANA,Area 2,R04_Jawa Barat,660.0,11880.0,TASIKMALAYA
TSK429,CULAMEGA,Area 2,R04_Jawa Barat,528.0,9504.0,TASIKMALAYA
TSK428,SINDANGTASIK,Area 2,R04_Jawa Barat,660.0,11880.0,TASIKMALAYA
TSK408,CIHERAS,Area 2,R04_Jawa Barat,660.0,11880.0,TASIKMALAYA
TSK404,DSSDKERTATSK,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
TSK403,HONJE,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
TSK128,TOBONGJAYA,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
TSK061,CIDAHUTSK,Area 2,R04_Jawa Barat,660.0,11880.0,TASIKMALAYA
TSK060,PUSPAHYANG,Area 2,R04_Jawa Barat,920.0,16560.0,TASIKMALAYA
TSK059,CILUMBA,Area 2,R04_Jawa Barat,660.0,11880.0,TASIKMALAYA
TSK058,BABEDAHAN,Area 2,R04_Jawa Barat,660.0,11880.0,TASIKMALAYA
TSK046,JAMANIS,Area 2,R04_Jawa Barat,660.0,11880.0,TASIKMALAYA
SMD064,NARIMBANG,Area 2,R04_Jawa Barat,424.0,7632.0,SUMEDANG
TSK031,SALOPA,Area 2,R04_Jawa Barat,920.0,16560.0,TASIKMALAYA
TSK029,LEUWISARI,Area 2,R04_Jawa Barat,920.0,16560.0,TASIKMALAYA
TSK025,CISAYONG,Area 2,R04_Jawa Barat,920.0,16560.0,TASIKMALAYA
TSK155,JLSANGHIANG,Area 2,R04_Jawa Barat,528.0,9504.0,TASIKMALAYA
TSK153,CIGOROWONG,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
TSK152,CIKUTOMAS,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
TSK150,CIRANGKONG,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
TSK147,PETIRNUNGAL,Area 2,R04_Jawa Barat,660.0,11880.0,TASIKMALAYA
TSK139,RANCAGIRI,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
TSK038,CIPEDES,Area 2,R04_Jawa Barat,660.0,11880.0,TASIKMALAYA
TSK398,ASIATASIK,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
TSK396,PAMIJAHAN,Area 2,R04_Jawa Barat,660.0,11880.0,TASIKMALAYA
COD112,CMBCOMROALMAKSOEM,Area 2,R04_Jawa Barat,308.0,5544.0,SUMEDANG
COD075,CMBBANDASARICANGKUANGM,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
BDG374,RAYAARJASARI,Area 2,R04_Jawa Barat,424.0,7632.0,SUMEDANG
BDG087,CICALENGKA,Area 2,R04_Jawa Barat,660.0,11880.0,SUMEDANG
BDG078,VILLABANDUNG,Area 2,R04_Jawa Barat,1320.0,23760.0,SUMEDANG
COD015,CMBTPSRHONJE,Area 2,R04_Jawa Barat,660.0,11880.0,SUMEDANG
BDG362,PERMATAHIJAU,Area 2,R04_Jawa Barat,660.0,11880.0,SUMEDANG
BDG330,SINDANGLAYA,Area 2,R04_Jawa Barat,660.0,11880.0,BANDUNG TIMUR
BDG345,HAURPUNGUR,Area 2,R04_Jawa Barat,660.0,11880.0,SUMEDANG
BDG316,IBUN,Area 2,R04_Jawa Barat,424.0,7632.0,SUMEDANG
BDG334,BOJONGKONENG,Area 2,R04_Jawa Barat,660.0,11880.0,SUMEDANG
BDG552,MONTAINVIEW,Area 2,R04_Jawa Barat,424.0,7632.0,SUMEDANG
BDG804,PRMATACIBIRU,Area 2,R04_Jawa Barat,920.0,16560.0,SUMEDANG
BDG802,PASEHMJLY,Area 2,R04_Jawa Barat,660.0,11880.0,SUMEDANG
BDG803,PASIRLAYUNG,Area 2,R04_Jawa Barat,920.0,16560.0,SUMEDANG
BDG803,PASIRLAYUNG,Area 2,R04_Jawa Barat,920.0,16560.0,SOREANG
SMD232,CIHERANG,Area 2,R04_Jawa Barat,660.0,11880.0,SUMEDANG
SMD233,CIRANGGANIS,Area 2,R04_Jawa Barat,660.0,11880.0,SUMEDANG
TSK941,KPCILANGKAP,Area 2,R04_Jawa Barat,308.0,5544.0,TASIKMALAYA
COD001,GENTENGPATIMBANPUSAKANAGARA,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG
SMD397,KCCIHERANGSUMEDANGSELATAN,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
BDG561,CIKALONGBDG,Area 2,R04_Jawa Barat,528.0,9504.0,SUMEDANG
SMD396,KCPADASARICIMALAKA,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
SMD068,SUKAMAJUKLT,Area 2,R04_Jawa Barat,660.0,11880.0,SUMEDANG
BDS838,KPCIBIRUBEETJALURCISUMDAWUTBG,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
BDS832,BUKITPANYANDAANMANDALAMEKAR,Area 2,R04_Jawa Barat,308.0,5544.0,SOREANG
SMD005,SNDANGPALAY,Area 2,R04_Jawa Barat,920.0,16560.0,SUMEDANG
BDG252,TRIBAKTIMLY,Area 2,R04_Jawa Barat,660.0,11880.0,SUMEDANG
SMD003,Tomo,Area 2,R04_Jawa Barat,660.0,11880.0,SUMEDANG
SMD004,CIMALAKA,Area 2,R04_Jawa Barat,1660.0,29880.0,SUMEDANG
BDG174,CITAMAN,Area 2,R04_Jawa Barat,660.0,11880.0,SUMEDANG
SMD284,ASRAMAUNPADJTNR,Area 2,R04_Jawa Barat,308.0,5544.0,SUMEDANG
BDG262,NEGLA,Area 2,R04_Jawa Barat,660.0,11880.0,SUMEDANG
SMD290,CIPACINGJTNANGOR,Area 2,R04_Jawa Barat,308.0,5544.0,SUMEDANG
BDS279,JLLIGARMELATI,Area 2,R04_Jawa Barat,308.0,5544.0,SUMEDANG
BDS341,TRSNCIMUNCANG,Area 2,R04_Jawa Barat,308.0,5544.0,SUMEDANG
BDG304,ARJASARI,Area 2,R04_Jawa Barat,920.0,16560.0,SUMEDANG
SMD077,CICARIMANAH,Area 2,R04_Jawa Barat,528.0,9504.0,SUMEDANG
SMD090,DSBENTAR,Area 2,R04_Jawa Barat,528.0,9504.0,SUMEDANG
SMD072,JUMBLENG,Area 2,R04_Jawa Barat,424.0,7632.0,SUMEDANG
SMD085,CIMANGLID,Area 2,R04_Jawa Barat,528.0,9504.0,SUMEDANG
SMD083,SAMPORA,Area 2,R04_Jawa Barat,528.0,9504.0,SUMEDANG
SMD074,RANCAMULYA,Area 2,R04_Jawa Barat,660.0,11880.0,SUMEDANG
BDG296,MANGUNJAYA,Area 2,R04_Jawa Barat,424.0,7632.0,SUMEDANG
BDG244,CIGURUWIK,Area 2,R04_Jawa Barat,920.0,16560.0,SUMEDANG
BDS370,DSJELEGONG,Area 2,R04_Jawa Barat,308.0,5544.0,SUMEDANG
BDG307,KERTASARIBDG,Area 2,R04_Jawa Barat,920.0,16560.0,SUMEDANG
SMD184,TOLENGAS,Area 2,R04_Jawa Barat,920.0,16560.0,SUMEDANG
SMD185,TOLCILEUNYI,Area 2,R04_Jawa Barat,920.0,16560.0,SUMEDANG
SMD186,MRGAWINDUSMD,Area 2,R04_Jawa Barat,660.0,11880.0,SUMEDANG
SMD265,BABAKANHARJA,Area 2,R04_Jawa Barat,660.0,11880.0,SUMEDANG
SMD255,AHMADSYAMSMD,Area 2,R04_Jawa Barat,920.0,16560.0,SUMEDANG
SMD243,JLRAYACIBEUSI,Area 2,R04_Jawa Barat,308.0,5544.0,SUMEDANG
SMD263,KELSITU,Area 2,R04_Jawa Barat,660.0,11880.0,SUMEDANG
SMD247,CARINGINJATINANGOR,Area 2,R04_Jawa Barat,308.0,5544.0,SUMEDANG
SMD234,KEBONJATI,Area 2,R04_Jawa Barat,528.0,9504.0,SUMEDANG
SMD261,KUTAMANDIRI,Area 2,R04_Jawa Barat,424.0,7632.0,SUMEDANG
BDG167,KAMOJANG,Area 2,R04_Jawa Barat,424.0,7632.0,SUMEDANG
BDG207,PERMATARNCKK,Area 2,R04_Jawa Barat,660.0,11880.0,SUMEDANG
BDG166,CICALNGKBSC,Area 2,R04_Jawa Barat,2640.0,47520.0,SUMEDANG
SMD256,IPDN,Area 2,R04_Jawa Barat,424.0,7632.0,SUMEDANG
SMD183,JATINUNGGAL,Area 2,R04_Jawa Barat,528.0,9504.0,SUMEDANG
BDG504,CMBTCISITU,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG BARAT
BDK052,MALEBERBARAT,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG BARAT
BDG786,UNPADDIPATI,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG BARAT
BDK102,JLHAURPANCU,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG BARAT
BDK107,HOTELSERENA,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG BARAT
BDK220,KANAYAKANDLM,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG BARAT
BDK247,KOMPISTANAREGENSI,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG BARAT
BDK160,POLTEKKESBDG,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG BARAT
BDK253,CIGADUNGSLTN,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG BARAT
BDK294,RSRAJAWALI,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG BARAT
BDK433,JLSADANGLUHUR,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG BARAT
BDK479,RELOCPASIRKALIKI,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG BARAT
BDK548,JLNANAROHANA,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG BARAT
BDK588,JLMUTIARAPSRKOJA,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG BARAT
BDK600,JLMEKARLAKSANA,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG BARAT
BDK607,KOPOCIRANGRANG,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG BARAT
BDK609,KPWARNACINTA,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG BARAT
BDK627,JLNATAWIJAYA,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG BARAT
BDK674,MEGAPERMAI,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG BARAT
BDK689,TRSNCISOKA,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG BARAT
BDG230,SIMPANGDAGO,Area 2,R04_Jawa Barat,220.0,3960.0,BANDUNG BARAT
BDG149,PASIRKOJA,Area 2,R04_Jawa Barat,528.0,9504.0,BANDUNG BARAT
BDG219,CIBADUYUT,Area 2,R04_Jawa Barat,660.0,11880.0,BANDUNG BARAT
BDG125,BUDISARI,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG BARAT
BDG120,RESTSUNDAKLP,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG BARAT
BDG153,UNPAD,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG BARAT
BDG155,JTYTELKOMMBL,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG BARAT
BDG210,LEDENG,Area 2,R04_Jawa Barat,660.0,11880.0,BANDUNG BARAT
BDG423,MUARA,Area 2,R04_Jawa Barat,528.0,9504.0,BANDUNG BARAT
BDG312,COBLONG,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG BARAT
BDG151,TMNSURYAIDH,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG BARAT
BDG414,RSKEBONJATI,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG BARAT
CRB695,RAJAWALITCCRB,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
BDG170,CISEUREUH,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG BARAT
BDG229,DAGOBSC,Area 2,R04_Jawa Barat,34600.0,622800.0,BANDUNG BARAT
BDG015,PUNGKUR,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG BARAT
BDG005,CIHAMPELAS,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG BARAT
BDG036,HTLSERELLA,Area 2,R04_Jawa Barat,1320.0,23760.0,BANDUNG BARAT
BDG017,CALADI,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG BARAT
BDG009,KLITEFM,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG BARAT
BDG053,HOLIS,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG BARAT
BDG082,ASTANAANYAR,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG BARAT
BDG069,KOPOLKRSEL,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG BARAT
BDG783,MMUNPAD,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG BARAT
BDG054,BCAKOPO,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG BARAT
BDG805,DAGOBENGKOK,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG BARAT
BDG838,TMNHOLISIDH,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG BARAT
BDG821,KEMBARSELATAN,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG BARAT
BDK961,GANGTILIL,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG BARAT
BDG370,CIRANGRANG,Area 2,R04_Jawa Barat,660.0,11880.0,BANDUNG BARAT
BDG340,JLGAGAK,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG BARAT
BDG051,DIVRE3,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG BARAT
BDG046,DAGOGOLF,Area 2,R04_Jawa Barat,660.0,11880.0,BANDUNG BARAT
BDG043,SUDIRMAN,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG BARAT
BDK859,TUBAGUSISMAILDLM,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG BARAT
BDK893,JLINHOFTANK,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG BARAT
BDK915,KOPOMAS,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG BARAT
BDG035,BKR,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG BARAT
BDG158,MEKARMULYA,Area 2,R04_Jawa Barat,660.0,11880.0,BANDUNG TIMUR
BDG068,SMUN3BDG,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG TIMUR
BDG157,JATISARI,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG TIMUR
BDG077,RIUNGBANDUNG,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG TIMUR
BDG079,BABAKANSARI,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG TIMUR
BDG086,ANTAPANI,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG TIMUR
BDK890,PERUMKAWALUYAAN,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG TIMUR
BDG067,KTRBERSAMA,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG TIMUR
BDG541,PERUMADIPURA,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG TIMUR
BDK730,BBKNANTAPANI,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG TIMUR
BDG123,ARCAMANIKIDH,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG TIMUR
BDK644,GEDEBAGEKLN,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG TIMUR
BDK644,GEDEBAGEKLN,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG TIMUR
BDG039,LASWI,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG TIMUR
BDK606,PERMATACIJAURA,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG TIMUR
BDG211,BRAGA,Area 2,R04_Jawa Barat,220.0,3960.0,BANDUNG TIMUR
BDK831,KELSINDANGJAYA,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG TIMUR
BDK742,BLOKPINTUKIRCON,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG TIMUR
BDG240,MARGACINTA,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG TIMUR
BDG248,BATUNUNGLIND,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG TIMUR
BDG300,NUANSAINDAH,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG TIMUR
BDG321,STDSILIWANGI,Area 2,R04_Jawa Barat,660.0,11880.0,BANDUNG TIMUR
BDG261,PTKAI,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG TIMUR
BDK750,JLSUKAMULUS,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG TIMUR
BDK566,GRIYACARAKAPRM,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG TIMUR
BDK110,TMNLALULINTAS,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG TIMUR
BDG416,RSALISLAM,Area 2,R04_Jawa Barat,528.0,9504.0,BANDUNG TIMUR
BDK757,KELBINONG,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG TIMUR
BDG020,SRIGADING,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG TIMUR
BDG173,NARIPAN,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG TIMUR
BDK761,JLLIOGIRANG,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG TIMUR
BDG500,TTCBANDUNG,Area 2,R04_Jawa Barat,55400.0,997200.0,BANDUNG TIMUR
BDK545,KALIJATIINDAHSLTN,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG TIMUR
BDS564,KOMPGRIYAWINAYA,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG TIMUR
BDK477,KELCIBANGKONG,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG TIMUR
BDG352,WARUNGJAMBU,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG TIMUR
BDG022,GATSULASWI,Area 2,R04_Jawa Barat,920.0,16560.0,BANDUNG TIMUR
BDK747,SINDANGSARIANTAPANI,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG TIMUR
BDG402,LANDMARK,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG TIMUR
BDK773,ANTAPANIMAS,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG TIMUR
BDG907,TRSNSTATION,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG TIMUR
BDK291,JLMERKURISELATAN,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG TIMUR
BDK286,POLDAJABAR,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG TIMUR
BDK358,JLSUKARAJIN,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG TIMUR
BDK762,JLAYANI689,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG TIMUR
BDK026,BUAHBATUREGENCY,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG TIMUR
BDK776,BAHAGIAPERMAI,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG TIMUR
BDK355,JLGOLFARCAMANIK,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG TIMUR
BDK818,CIJERAHINDAH,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG BARAT
BDK810,JLMENTOR,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG BARAT
BDK935,JLBELITUNG,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG TIMUR
BDK788,JLANTAPANILAMA,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG TIMUR
BDK792,JLSOETTA549,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG TIMUR
BDK124,JLABC,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG TIMUR
BDK238,JLGANDAPURA,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG TIMUR
BDK238,JLGANDAPURA,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG
BDK238,JLGANDAPURA,Area 2,R04_Jawa Barat,52.0,936.0,BANDUNG TIMUR
BDK238,JLGANDAPURA,Area 2,R04_Jawa Barat,52.0,936.0,BANDUNG
BDK795,RAYANASUTION,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG TIMUR
BDK257,JLMARGABARUBDG,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG TIMUR
BDK367,SALUYUINDAH,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG TIMUR
BDK914,UINSUNANGNGJATI,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG TIMUR
BDK372,BBKNCISARANTEN,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG TIMUR
BDK353,RSCICENDO,Area 2,R04_Jawa Barat,660.0,11880.0,BANDUNG TIMUR
BDK510,MADUNUSANTARA,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG TIMUR
BDK787,NEGLASARISLTN,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG TIMUR
BDK268,JLKORAWA,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG BARAT
BDK769,PARAKANSARI,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG TIMUR
BDK819,RANCABOLANGBRT,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG TIMUR
BDK794,MALEBERUTARA,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG BARAT
BDK808,SENTRADAGO,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG TIMUR
CMS105,DSCITEMBONG,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS100,SDTAKARYA,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS121,KPTARISI,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS119,DSCIBUNGUR,Area 2,R04_Jawa Barat,660.0,11880.0,CIAMIS
CMS112,KEDUNGREJO,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS125,DSSENTUL,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS106,KALIJAYA,Area 2,R04_Jawa Barat,660.0,11880.0,CIAMIS
CMS104,MASAWAH,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS103,DSNCICURUG,Area 2,R04_Jawa Barat,660.0,11880.0,CIAMIS
CMS102,KPCIKIJING,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS044,CIHIDEUNGCMS,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS111,CEKACIAMIS,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS146,DSNBALATER,Area 2,R04_Jawa Barat,528.0,9504.0,CIAMIS
CMS145,SUKAJAYACMS,Area 2,R04_Jawa Barat,528.0,9504.0,CIAMIS
CMS144,CIGASONG,Area 2,R04_Jawa Barat,660.0,11880.0,CIAMIS
CMS126,CIPICUNGCMS,Area 2,R04_Jawa Barat,660.0,11880.0,CIAMIS
CMS049,AMPLAK,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS107,DSCILEMPUNG,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS137,KPCIOMAS,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
BJR038,PONPESDRLHDA,Area 2,R04_Jawa Barat,660.0,11880.0,CIAMIS
BJR039,KECBANJAR,Area 2,R04_Jawa Barat,920.0,16560.0,CIAMIS
CMS076,HEGARMANAH,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS097,PANGKALAN,Area 2,R04_Jawa Barat,660.0,11880.0,CIAMIS
CMS096,SIDARAHAYU,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS095,KPBLOKLEGA,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS143,CIMANGGUCMS,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS089,NAGARITA,Area 2,R04_Jawa Barat,660.0,11880.0,CIAMIS
