Site ID,Site Name,Month,Site Tipe,Daya Master,KWH,RRC Average,User Active Average,Payload,Cost,Total Down,Total RRU
CMS386,KOPRUKUNBATIK,Februari,TP Postpaid,10600,98597,647,30,17276,2229605,0,8
BJR095,BINANGUNPATARUMANTBG,Februari,TP Postpaid,10600,1794,309,22,17338,2850971,0,3
CMS568,MAPARAHPANJALUCMSTBG,Februari,TP Postpaid,10600,2240,402,54,20800,3560202,0,6
CMS569,CICADASGARDUJAYAPANAWANGANTBG,Februari,TP Postpaid,10600,1691,503,62,17351,2687255,0,9
CMS454,BOGIRIMUKTICISAGADMT,Februari,TP Postpaid,10600,199,331,56,16306,673808,182,9
CMS365,KUBANGSARI,Februari,TP Postpaid,7700,1276,263,22,15453,2027781,0,9
CMS363,JLPERINTISSIDAHARJA,Februari,TP Postpaid,6600,1690,380,35,18329,2685697,117,9
CMS359,DSNBANGUNSIRNA,Februari,TP Postpaid,10600,1582,330,19,17156,2514067,36,6
CMS367,IMBANAGARARAYA,Februari,TP Postpaid,10600,1526,377,32,18829,2425694,0,10
CMS418,DSCIAKARTBG,Februari,TP Postpaid,10600,141294,317,50,21260,3297719,749,10
CMS352,JLDRCIPTOCMS,Februari,TP Postpaid,10600,1331,325,21,15169,2115186,0,6
CMS350,PEMKABCIAMIS,Februari,TP Postpaid,10600,1308,756,64,12952,2078635,36,8
CMS403,KELCISAGA,Februari,TP Postpaid,7700,1149,352,24,16229,1825956,165,8
CMS401,DSKAMURANG,Februari,TP Postpaid,10600,2197,618,48,25885,3491931,183,9
CMS383,JLMOCHHATTACMS,Februari,TP Postpaid,10600,1931,582,32,23244,3069180,0,11
CMS406,DSNPURWASARI,Februari,TP Postpaid,10600,1841,504,43,26277,2926917,79,7
CMS416,DSNKERETEK,Februari,TP Postpaid,10600,1532,491,57,23901,2435753,0,9
CMS351,PASARMANIS,Februari,TP Postpaid,7700,1732,665,35,22782,2752442,123,9
CJR726,CISEUREUHSINARLAUTCJRDMT,Februari,TP Postpaid,10600,1734,164,27,8679,2655647,0,6
CJR701,GIRIASIHCISARANTENCJRTBG,Februari,TP Postpaid,10600,2768,436,86,20631,4399728,536,7
CJR717,BINONGSARIMULYASARICJRDMT,Februari,TP Postpaid,10600,2345,222,49,10587,3726111,0,7
CJR732,CIGURIANGSUKAMANAHTBG,Februari,TP Postpaid,10600,1793,283,21,16538,2850399,0,6
BDK711,KOMPCITYSQUARE,Februari,TP Postpaid,10600,2331,822,90,33941,3637518,0,10
CRB688,KEBONTURI,Februari,TP Postpaid,10600,1866,453,34,21442,2912692,0,9
CMS209,BATUMALANG,Februari,TP Postpaid,10600,151971,218,36,11369,3794478,0,6
CMS240,DSSINGAPARNA,Februari,TP Postpaid,10600,1387,262,19,11625,2204179,86,3
CMS204,KRGKAMULYAN,Februari,TP Postpaid,6600,1374,220,22,7800,2183789,112,6
CMS242,GOLAT,Februari,TP Postpaid,10600,1443,304,31,9584,2292728,86,8
CMS243,PAJAGANCMS,Februari,TP Postpaid,10600,2187,521,70,27419,3476388,0,7
CMS212,NUSAWIRU,Februari,TP Postpaid,10600,229560,420,34,22702,3622370,0,9
CMS213,RYPGANDARAN,Februari,TP Postpaid,10600,2448,752,72,35548,3890114,112,12
CMS207,DSKALIWON,Februari,TP Postpaid,10600,1879,422,30,18631,2985557,0,9
CMS206,PANTAITIMUR,Februari,TP Postpaid,10600,2030,898,81,24058,3224982,0,11
CMS217,BUNISINGA,Februari,TP Postpaid,10600,83009,407,38,17309,2502482,219,9
CMS215,GREENCANYON,Februari,TP Postpaid,10600,1809,336,22,15138,2876207,0,10
CJR729,GIRIMULYACIBEBERCJRTBG,Februari,TP Postpaid,10600,2199,354,46,21073,3495188,0,7
CMS237,SIRNASARICMS,Februari,TP Postpaid,10600,1567,295,44,12944,2490230,0,9
CMS234,MULYASARICMS,Februari,TP Postpaid,10600,1951,276,16,11627,3099692,117,6
CMS222,DSCIMANUK,Februari,TP Postpaid,10600,2171,261,29,12122,3451185,0,6
CMS223,RANGKAPSARI,Februari,TP Postpaid,10600,1742,461,51,19383,2768334,0,9
CJR695,KPKARAYAMEKARDSGIRIJAYA-DMT,Februari,TP Postpaid,10600,2286,526,68,17415,3632748,0,6
CJR639,BOCIWALENSUKARESMICMI,Februari,TP Postpaid,6600,1722,165,25,9069,2736392,70,6
CJR708,E_CJR708_JLPELABUHANJAYANTIDSCIDAMAR-DMT,Februari,TP Postpaid,10600,2023,351,31,21576,3215717,0,7
CJR667,KPKRGTENGAHTANGGEUNG-PTL,Februari,TP Postpaid,10600,1927,149,24,7445,3063507,0,7
CJR654,KPKEBONKALAPAPST,Februari,TP Postpaid,10600,1718,619,36,23768,2730289,61,5
CJR683,KEBONPEUTEUYGEKBRONG,Februari,TP Postpaid,10600,2162,358,42,17421,3436580,146,7
CJR692,SUKALUYUMUNJUL,Februari,TP Postpaid,10600,1835,210,23,11261,2916096,0,6
CJR693,KPSIMPSAWOSINDANGSARICMIMT1,Februari,TP Postpaid,10600,2328,335,51,15057,3699175,0,7
CJR644,KEBONGEDEBABAKANSARICJRCMI,Februari,TP Postpaid,10600,1677,254,35,9858,2664879,68,6
CJR707,KPCIHIDEUNGCISALAK-TBG,Februari,TP Postpaid,10600,1606,126,11,6118,2552747,0,6
CJR696,JLDESASALAGEDANGPAGELARAN-DMT,Februari,TP Postpaid,10600,2367,536,75,18938,3761883,0,7
CJR718,PASIRAWITALINANGGALAMEKARCMI,Februari,TP Postpaid,10600,1735,265,21,12604,2758466,157,6
CJR724,KPPASIRIPISSUKAMULYACJRPTL,Februari,TP Postpaid,10600,1486,105,13,5643,2361824,146,6
CJR705,KPBABAKANCIHAUR-PST,Februari,TP Postpaid,10600,2269,520,38,24674,3605509,0,6
CJR735,SINARALAMWANASARIPTL,Februari,TP Postpaid,10600,1692,211,28,11102,2688557,0,6
CJR427,KPKEDUNGHILIR,Februari,TP Postpaid,10600,1515,254,23,15431,2407815,0,5
CJR413,DSTELAGA,Februari,TP Postpaid,10600,2450,371,38,20042,3893689,146,8
CJR431,PASIRPEUSING,Februari,TP Postpaid,10600,1615,203,30,8921,2567177,0,6
CJR407,PASIRSEMBUNG,Februari,TP Postpaid,10600,1965,343,29,19957,3122846,0,9
CJR570,WISMACOLIBHA,Februari,TP Postpaid,7700,1901,507,50,18071,3021013,0,9
CJR584,PASIRHAYAMTBG,Februari,TP Postpaid,10600,1547,441,27,29978,2458685,0,6
CJR586,PANEMBONGGIRANGDMTMW,Februari,TP Postpaid,10600,2208,820,59,39106,3510111,0,7
CJR590,KPCARINGINDMT,Februari,TP Postpaid,10600,1481,274,27,17066,2352957,0,9
CJR603,BOCIANDAMMANDEDMT,Februari,TP Postpaid,5500,1775,228,21,10968,2147750,0,6
CJR424,GGRBINTANG,Februari,TP Postpaid,10600,2031,289,37,13384,3227859,0,11
CJR422,KPRWBANGO,Februari,TP Postpaid,10600,1420,260,25,13278,2256272,0,8
CJR415,KPTUGULIO,Februari,TP Postpaid,10600,1916,328,35,23300,3044516,68,7
CJR416,JLKAMPUNGTUGU,Februari,TP Postpaid,10600,1803,288,21,16358,2865909,0,6
CJR417,TAPALKUDA,Februari,TP Postpaid,10600,1887,388,37,18784,2999464,0,13
CJR418,TUNGTURUNAN,Februari,TP Postpaid,10600,2381,750,70,28614,3783703,59,8
CMS311,SIDAMULYACMS,Februari,TP Postpaid,10600,1719,357,34,14320,2731894,117,5
CMS191,WAHIDHASYIM,Februari,TP Postpaid,10600,2114,634,39,24837,3358806,0,9
CMS195,PANTAIBARAT,Februari,TP Postpaid,10600,221128,433,35,21931,2916128,93,10
CMS304,KPPARAPAT,Februari,TP Postpaid,10600,73516,354,28,17482,2369373,183,8
CMS313,DSCIHARALANG,Februari,TP Postpaid,10600,1616,278,42,9706,2568655,0,8
CMS197,CIPARANTI,Februari,TP Postpaid,10600,144212,242,28,12863,2406973,0,6
CMS308,SINDANGKASIH,Februari,TP Postpaid,10600,1696,338,27,16575,2694406,0,7
CMS307,LINGKERTAHAYU,Februari,TP Postpaid,7700,1087,260,17,10694,1727428,0,5
CMS290,MSJALISHLAH,Februari,TP Postpaid,10600,3805,600,51,30065,6058111,0,11
CMS305,CIANDA,Februari,TP Postpaid,10600,1458,324,29,13444,2317169,86,6
CMS303,KIDANGPANANJUNG,Februari,TP Postpaid,10600,25357,1235,144,28909,4015630,0,12
CMS301,DSNBITUNGHILIR,Februari,TP Postpaid,10600,1766,216,17,9606,2807317,0,9
CMS315,DSINDRAGIRI,Februari,TP Postpaid,10600,65820,526,63,24017,2072210,525,10
CJR476,KPPANONGAN,Februari,TP Postpaid,10600,1351,120,14,6390,2147159,0,9
CJR429,JLAMALIA,Februari,TP Postpaid,10600,2369,702,55,33195,3765061,61,9
CJR462,DSPADALUYU,Februari,TP Postpaid,10600,1938,304,40,15235,3080447,71,7
CJR455,PASIRKUDA,Februari,TP Postpaid,10600,1923,326,43,16038,3057420,583,9
CJR477,SAWAHGEDE,Februari,TP Postpaid,10600,2221,697,67,39761,3529642,0,7
CJR480,KAMPUNGPARI,Februari,TP Postpaid,10600,1603,129,16,6643,2547837,0,6
CMS201,PAJATEN,Februari,TP Postpaid,10600,1988,422,44,19513,3159969,93,9
CMS199,CISONTROLCMS,Februari,TP Postpaid,6600,1990,525,81,20809,3162448,460,10
CMS198,BOJONGGEDANG,Februari,TP Postpaid,6600,2439,512,61,17936,3876875,415,7
CJR394,KPPASKO,Februari,TP Postpaid,10600,1420,228,19,12284,2257877,665,9
CJR037,PTPSUKARAME,Februari,TP Postpaid,10600,1886,287,57,13629,2998399,0,7
CJR547,BBKNCISARUA,Februari,TP Postpaid,7700,2140,540,43,28148,3401523,0,9
CJR569,LEBAKPASAR,Februari,TP Postpaid,7700,1349,234,27,13617,2143790,0,3
CJR600,MANDIRIKITRICIBODASPST,Februari,TP Postpaid,7700,98398,507,35,14942,2546025,0,10
CJR656,MEKARGALIHDMT,Februari,TP Postpaid,10600,1829,355,34,17437,2906576,138,7
CJR648,KPBOJONGPETIRSTP,Februari,TP Postpaid,10600,1767,292,22,15898,2808207,0,6
CJR635,BOSALAMNUNGGALCIBEBERTBG,Februari,TP Postpaid,5500,1616,209,18,9987,1955360,96,7
CJR637,BOMANDEMANDEDMT,Februari,TP Postpaid,5500,1497,276,33,15242,2378749,0,6
CJR659,BOMEKARMUKTICIBINONGTBG,Februari,TP Postpaid,6600,1945,324,48,13332,3089665,17,6
CJR645,BOBOJONGKASOAGRABINTATBG,Februari,TP Postpaid,6600,1496,200,39,10622,2290963,0,6
CJR581,SIPONCIRANJANGCMI,Februari,TP Postpaid,10600,1851,436,42,19885,2941443,0,6
CMS297,CIAMISKOTA,Februari,TP Postpaid,10600,1953,691,46,25961,3102838,0,9
CJR552,KPPADARINCANG,Februari,TP Postpaid,10600,1437,229,24,14342,2283637,0,6
CJR559,RAYACIPANAS170,Februari,TP Postpaid,10600,1879,613,47,27069,2986050,0,8
CJR561,DSSIRNAGALIHCJR,Februari,TP Postpaid,7700,1641,352,33,23511,2607828,0,10
CJR511,KALAPANUNGGAL,Februari,TP Postpaid,10600,1805,159,22,9076,2868786,0,9
CJR513,PASIRNANGKA,Februari,TP Postpaid,10600,2394,621,40,20839,3805220,0,12
CJR587,KPCINYEULAPDMT,Februari,TP Postpaid,10600,1717,272,32,13524,2727779,0,9
CRB781,GEMBONGANMEKAR,Februari,TP Postpaid,6600,2242,621,67,28634,3498934,0,9
CRB744,JLEVAKUASICRB,Februari,TP Postpaid,10600,1626,571,50,19744,2583196,44,9
CRB758,JLPEMUDACRB,Februari,TP Postpaid,10600,1500,974,81,26678,2383755,44,11
CRB813,JLDRWAHIDINCRB,Februari,TP Postpaid,10600,2276,927,113,28154,3616792,0,12
CRB881,SURANENGGALALORDMT,Februari,TP Postpaid,10600,2266,898,88,44922,3535882,44,11
CRB895,BLOKKULONDMT,Februari,TP Postpaid,10600,1827,444,34,23243,2850312,0,10
CRB882,JLBANTARANGNGJATIDMT,Februari,TP Postpaid,10600,2233,658,59,33370,3547870,0,11
CRB893,BABAKANLOSARI,Februari,TP Postpaid,10600,1687,400,33,19260,2633215,286,9
CRB890,JLPNGRNSUTAJAYA,Februari,TP Postpaid,7700,1819,574,59,35154,2838142,119,10
CRB889,JLTRSNCEREMAIRAYARBG,Februari,TP Postpaid,10600,1197,1134,74,34639,1902237,44,8
CRB887,DSWARUDUWUR,Februari,TP Postpaid,10600,1801,345,23,15579,2808824,565,6
CRB885,DSTEGALGUBUGLORTBG,Februari,TP Postpaid,10600,2235,791,74,37657,3487248,0,7
CRB774,KLAYAN,Februari,TP Postpaid,10600,2006,465,40,23072,3188034,44,9
CRB524,BBKGEBANG,Februari,TP Postpaid,10600,1920,483,61,20680,2995558,165,6
CRB808,BLOKNANGKA,Februari,TP Postpaid,10600,2367,639,53,28426,3694406,436,7
CRB520,KARYAMULYA,Februari,TP Postpaid,10600,118669,514,48,24143,14768861,0,6
CRB800,BLOKKAUM,Februari,TP Postpaid,10600,1971,526,46,24921,3075319,252,10
CRB780,DUSUNDUACRB,Februari,TP Postpaid,10600,2451,861,100,49888,3824252,0,11
CRB788,BLOKSIPATAT,Februari,TP Postpaid,10600,132447,617,46,30793,2519612,97,9
CRB818,KELSUNYARAGI,Februari,TP Postpaid,10600,1994,705,43,32687,3168249,44,10
CRB567,SUKAHATI,Februari,TP Postpaid,10600,2063,788,100,38320,3218912,0,10
CRB571,JAMLANG,Februari,TP Postpaid,10600,2048,599,65,26967,3194244,0,7
CRB569,BABAKANGEBANG,Februari,TP Postpaid,10600,2132,678,56,31949,3325479,0,9
CRB700,KEDUNGBUNDER,Februari,TP Postpaid,10600,2305,949,93,36293,3596327,119,11
CRB016,PERTAMINAKLY,Februari,TP Postpaid,11400,2198,823,68,31916,3493758,44,11
CRB723,JLSURADINAYA,Februari,TP Postpaid,10600,2035,1299,131,41843,3175162,44,10
CJR482,BUMIMASCIANJUR,Februari,TP Postpaid,10600,2210,416,42,25391,3512081,0,11
CRB739,BATEMBATWERU,Februari,TP Postpaid,7700,1846,906,120,39558,2880269,281,11
CRB563,PTINDOJAYA,Februari,TP Postpaid,10600,89793,278,17,13223,3611103,225,9
CRB733,KOMPPRMNASGNG,Februari,TP Postpaid,7700,1655,364,29,18676,2629457,44,9
CRB586,KPGRENJENG,Februari,TP Postpaid,10600,1488,420,39,18530,2364176,44,3
CRB718,RUAPUTRICRB,Februari,TP Postpaid,7700,1700,420,32,19684,2652469,0,9
CRB585,JLSUGATI,Februari,TP Postpaid,10600,1848,414,30,23488,2937565,139,6
CRB581,KPKEMADU,Februari,TP Postpaid,10600,1813,473,28,24545,2828952,98,7
CRB701,PALIMANANTMR,Februari,TP Postpaid,10600,2383,674,71,32336,3717576,298,11
CRB868,SERANGWETAN,Februari,TP Postpaid,10600,1339,583,46,22249,2089085,722,8
CRB862,KPKECAPI,Februari,TP Postpaid,10600,1800,540,38,28484,2860061,326,9
CRB871,KARANGDOGOLANSTP,Februari,TP Postpaid,10600,1548,544,45,33526,2460862,0,10
CRB824,DSBUYUNG,Februari,TP Postpaid,10600,2644,721,71,34934,4124714,0,12
CRB894,BLOKBENTENGTIMUR,Februari,TP Postpaid,10600,1827,613,41,27569,2850749,0,10
CRB936,BOKEDUNGDALEMGEGESIKTBG,Februari,TP Postpaid,5500,1643,279,23,15142,1951884,0,6
CRB930,HARJAMUKTISELATANDMT,Februari,TP Postpaid,10600,2608,887,100,39496,4143618,0,8
CRB921,KALITANJUNGTIMURDMT,Februari,TP Postpaid,10600,92572,418,38,18216,3206771,74,9
CRB575,SIDOMULYO,Februari,TP Postpaid,10600,1977,589,28,17369,3141789,44,12
CRB578,BLOKPAKUWON,Februari,TP Postpaid,10600,57991,484,42,22528,3293727,129,7
CRB565,BAKUNGLOR,Februari,TP Postpaid,10600,1620,285,19,13816,2527991,580,6
CRB703,KELPAKALONGAN,Februari,TP Postpaid,10600,92485,498,52,20312,2576617,44,3
CRB874,JLPINTEXUTARATBG,Februari,TP Postpaid,10600,2309,676,64,29523,3602974,751,7
CRB873,BLOKPEJATENKIDULTBG,Februari,TP Postpaid,10600,2095,731,87,28277,3270011,155,10
CRB550,BLOKCIBINUANG,Februari,TP Postpaid,10600,1980,474,54,21151,3088831,0,7
CRB540,BLOKKAJEN,Februari,TP Postpaid,10600,2508,817,85,35522,3913250,0,7
SBR003,KANCIKULONASTANAJAPURATBG,Februari,TP Postpaid,10600,830,494,46,22162,1295029,0,7
CRB642,KELKECAPI,Februari,TP Postpaid,7700,1355,320,26,15951,2153294,44,3
CRB647,YAYASANPUICRB,Februari,TP Postpaid,10600,1543,962,69,14344,2452629,0,8
CRB633,MUNDUMASIGIT,Februari,TP Postpaid,10600,1724,385,35,16281,2689698,0,6
CRB650,SEKARKEMUNING,Februari,TP Postpaid,10600,2005,813,102,28545,3187176,44,6
CRB635,WANACALA,Februari,TP Postpaid,10600,1479,327,21,17535,2350382,44,6
CRB536,JLKALIJAGA,Februari,TP Postpaid,10600,70538,557,48,17594,2559601,0,3
CRB535,BANJARWANGUN,Februari,TP Postpaid,10600,95475,576,52,27647,4013622,0,12
CRB534,DSKALITENGAH,Februari,TP Postpaid,10600,2140,426,37,21640,3338772,0,7
CRB533,DSKALAYAN,Februari,TP Postpaid,10600,2059,575,64,28652,3272276,44,10
CRB669,JENUN,Februari,TP Postpaid,10600,2208,575,57,29156,3443997,0,6
CRB646,JLPEKIRINGAN,Februari,TP Postpaid,10600,1455,398,34,12779,2312226,44,6
CRB976,DSGINTUNGRANJENGCIWARINGINPTL,Februari,TP Postpaid,10600,1584,191,17,10510,2471821,0,6
IND361,TOMBAGAMARGADADIDMT,Februari,TP Postpaid,10600,2155,551,47,34418,3362036,0,7
CRB966,KPRAMINKEDUANANIBSMT1,Februari,TP Postpaid,10600,1943,367,26,18190,3032209,339,9
CRB937,BOKERTAWANGUNSEDONGTBG,Februari,TP Postpaid,6600,1865,300,26,15935,2910071,74,6
CRB526,CISAAT,Februari,TP Postpaid,10600,65217,333,28,16933,4031480,155,7
CRB977,CURUGSUSUKANLEBAKCRBPTL,Februari,TP Postpaid,10600,2026,389,32,19542,3160901,0,7
IND374,JLLANGKOBLELEACIKEDUNGPTL,Februari,TP Postpaid,10600,1589,128,8,4768,9518790,478,6
MJL329,BLKSENINKODASARI-PTL,Februari,TP Postpaid,10600,1621,199,19,10015,2529348,0,6
CJR440,DSPALASARI,Februari,TP Postpaid,10600,1898,516,52,20549,3016245,0,5
CJR449,DSBOJONGLARANG,Februari,TP Postpaid,10600,1724,245,35,10773,2739570,517,8
CRB965,DNSUMANJAYACIKANCAS-PTL,Februari,TP Postpaid,10600,1652,117,10,7112,2577576,0,6
SBR004,KUBANGTALUNTBG,Februari,TP Postpaid,10600,2068,611,54,27815,3226448,0,7
CRB984,KALIANYARPANGURAGANCRBDMT,Februari,TP Postpaid,10600,1768,142,10,7839,2758568,0,6
CRB980,MEKARASIHDURAJAYAGREGEDPTL,Februari,TP Postpaid,10600,1642,241,17,13795,2562364,0,6
CRB959,DSNTIGAMANDALACMIMT1,Februari,TP Postpaid,10600,1916,450,34,23251,2989878,0,6
CRB970,WANGUNAN-SEDONG,Februari,TP Postpaid,10600,1690,309,23,14082,2636055,0,6
CRB957,RELOCKALIJAGAPERMAIBRT,Februari,TP Postpaid,10600,2258,504,58,23551,3522526,0,7
CRB986,RELOCPEKALIPANEMA,Februari,TP Postpaid,10600,1616,538,37,21576,2568941,0,4
CRB325,KEJAKSAANCRB,Februari,TP Postpaid,10600,17628,816,61,35659,3543420,0,10
CRB516,JLSEKARSARI,Februari,TP Postpaid,10600,1807,334,19,12885,2871042,95,6
CRB512,DESAPUTAT,Februari,TP Postpaid,10600,2459,508,44,26266,3835798,203,13
CRB666,KPPALEBEN,Februari,TP Postpaid,10600,4284,790,95,39377,6695034,0,12
CRB508,SIMAJAUTARA,Februari,TP Postpaid,10600,296464,356,21,17786,1626023,44,9
CRB507,KATIYASA,Februari,TP Postpaid,10600,29760,348,26,17844,3220198,0,9
CRB503,RAJAWALI2,Februari,TP Postpaid,10600,1877,405,33,20118,2929231,200,6
CRB658,DSNMESIGIT,Februari,TP Postpaid,7700,1490,233,17,14490,2388953,239,3
CRB519,RELOCSTDBIMA,Februari,TP Postpaid,10600,2664,1562,236,26617,4234471,44,8
CRB656,ARGASUNYA,Februari,TP Postpaid,10600,191468,486,66,22574,2365162,165,10
CRB525,CANGKOAK,Februari,TP Postpaid,10600,2240,397,35,21739,3496032,0,9
CRB560,JLCANGKRING,Februari,TP Postpaid,10600,390691,427,28,18747,2649846,44,7
CRB559,PULOSAREN,Februari,TP Postpaid,10600,56905,688,47,23604,1577824,44,8
CRB561,KRNGMANGU,Februari,TP Postpaid,10600,1727,405,39,18815,2693910,74,5
CRB611,DSHARJAMUKTI,Februari,TP Postpaid,10600,1337,633,40,21535,2123799,0,6
CRB558,INSPEKSI,Februari,TP Postpaid,10600,2196,984,74,41827,3172359,44,11
CRB557,KESENDEN,Februari,TP Postpaid,10600,1252,454,40,18975,1988496,44,5
CRB495,DSNWAGE,Februari,TP Postpaid,10600,1564,402,50,22448,2440038,0,9
CRB511,KPBUNGKO,Februari,TP Postpaid,10600,1444,106,11,3979,2253039,326,6
CRB552,DSPEGAGANLOR,Februari,TP Postpaid,10600,1856,255,17,11345,2896917,580,6
CRB554,JUNJANGWETAN,Februari,TP Postpaid,10600,1878,256,26,12266,2929824,580,6
CRB634,DSNKILIYEM,Februari,TP Postpaid,10600,1242,217,16,9538,1938675,61,9
CRB631,KARANGDUWUR,Februari,TP Postpaid,10600,2188,506,50,26988,3413884,0,6
CRB629,DSTEGALGUBUK,Februari,TP Postpaid,10600,1915,704,117,30091,2988365,33,8
IND254,KELLEMAHABANG,Februari,TP Postpaid,10600,1522,326,27,14330,2375942,0,6
IND256,JASAWARO,Februari,TP Postpaid,10600,2017,237,18,11127,3147139,0,6
IND261,BLOKDUAUJUNGGRS,Februari,TP Postpaid,6600,1946,593,46,29805,3036313,0,11
IND264,KELPAOMAN,Februari,TP Postpaid,10600,1538,242,16,13704,2399892,0,9
IND231,JLSUDARSO,Februari,TP Postpaid,10600,1897,348,27,16876,2959110,0,9
IND336,MANGANTIDEWIKERTICALAPTL,Februari,TP Postpaid,10600,1629,202,12,7793,2541674,22,6
IND232,JLMANDIRANCAN,Februari,TP Postpaid,10600,2142,277,27,16983,3342236,0,6
IND205,DSLOYANG,Februari,TP Postpaid,10600,1643,152,10,7482,2563971,0,6
IND212,JLSUKAJADITONG,Februari,TP Postpaid,10600,2291,529,49,28316,3574811,0,11
IND204,BLOKKASAMARAN,Februari,TP Postpaid,10600,1982,315,26,13191,3093481,0,6
IND259,DSSUKRA,Februari,TP Postpaid,10600,1299,187,11,8836,2026798,0,6
IND397,BLKSUKAJAYASUKAMULYAINDPTL,Februari,TP Postpaid,10600,1350,84,10,2520,2106762,22,9
IND250,DSCIPACUH,Februari,TP Postpaid,10600,2362,493,44,23631,4051617,0,10
IND398,CEMARABLOKKARANGBEDAHANTBG,Februari,TP Postpaid,10600,1781,181,15,8022,2777931,0,6
IND399,KALENDEMANGTAMBAKINDTBG,Februari,TP Postpaid,10600,2000,379,30,18696,5629117,0,6
IND274,JLPAHLAWANIND,Februari,TP Postpaid,10600,2093,557,42,27839,3265283,0,9
IND237,BLOKCIBERENG,Februari,TP Postpaid,10600,2304,322,27,14743,3594518,0,10
IND246,KELKEPANDEN,Februari,TP Postpaid,7700,1844,483,32,24927,2877009,0,10
IND392,BALONGAN TEGALSEMBADRA,Februari,TP Postpaid,10600,1669,157,12,6870,2603773,0,6
IND401,RELOCPARUTKIDUL,Februari,TP Postpaid,10600,2072,428,31,19747,3232470,0,7
IND393,CIJATICIKAWUNGINDTBG,Februari,TP Postpaid,10600,1934,516,38,27961,3018058,539,6
IND395,TUTUPANSUKASARIARAHANDMT,Februari,TP Postpaid,10600,1856,261,17,13040,2896122,0,6
IND394,SUKADADIARAHANINDDMT,Februari,TP Postpaid,10600,1606,248,19,12158,2506318,0,6
IND400,KPCARIUSITURAJAGANTARTBG,Februari,TP Postpaid,10600,2211,398,41,21849,3450504,198,7
IND241,STDNTRIDAYAIND,Februari,TP Postpaid,7700,1640,386,17,11189,2558042,0,6
IND276,DSNBUNDER,Februari,TP Postpaid,10600,2217,514,40,20626,3459304,0,11
IND277,DSSIDADADI,Februari,TP Postpaid,10600,1667,317,30,16575,2601791,0,9
IND314,JATISAWITLOR,Februari,TP Postpaid,7700,1656,251,17,12925,2584722,0,9
IND339,DSLINGGAJATICMI,Februari,TP Postpaid,10600,1355,360,24,13107,2115298,0,5
IND347,BOWANASARIBANGODUATBG,Februari,TP Postpaid,5500,1552,160,10,7412,1843776,564,6
GRT486,BPKADKIANSANTANGDMT,Februari,TP Postpaid,10600,2023,1113,86,28433,3127351,0,12
IND313,DSARAHANLORDMT,Februari,TP Postpaid,10600,1944,389,25,15856,3032677,0,11
IND312,DSPRANGGONGTBG,Februari,TP Postpaid,10600,2289,310,19,13669,3571674,166,11
IND268,BLOKKUNIR,Februari,TP Postpaid,10600,1887,494,52,23189,2944803,562,10
IND275,PLZTELKOMIND,Februari,TP Postpaid,10600,1874,963,84,30086,2923677,0,10
IND282,JLNYIRESIK,Februari,TP Postpaid,10600,1782,451,27,22877,2780411,0,9
IND269,BOJONGSARIIND,Februari,TP Postpaid,10600,1533,458,36,19345,2392917,0,8
IND223,BLOKLABOAN,Februari,TP Postpaid,10600,1302,163,8,5424,2031682,22,5
IND215,DSWANAKAYAM,Februari,TP Postpaid,10600,2069,368,32,20001,3229053,0,6
IND217,KELMARGADADI,Februari,TP Postpaid,10600,2242,303,21,13727,3498358,0,13
IND218,JLSINGALODRA,Februari,TP Postpaid,10600,2395,1203,200,32504,3736362,0,11
IND211,AYANIJTBARANG,Februari,TP Postpaid,10600,2241,752,66,30124,3496891,0,10
IND323,BLOKKEBONBUAHDMTMW,Februari,TP Postpaid,10600,2355,736,60,39216,3673670,0,11
IND224,DSLIMPAS,Februari,TP Postpaid,10600,138953,386,23,13816,1276633,0,8
IND225,BLOKGUNUNGSARI,Februari,TP Postpaid,10600,2351,211,21,9174,3668178,0,8
IND221,DSUJUNGARIS,Februari,TP Postpaid,10600,1906,322,30,16358,2973293,0,3
IND320,DSKANANGATELUKTBGMW,Februari,TP Postpaid,10600,1461,233,19,12702,2279564,0,9
IND214,SUMURADEM,Februari,TP Postpaid,10600,1773,324,20,16159,2766011,0,9
IND333,BLOKBABAKANJATIDMT,Februari,TP Postpaid,10600,1929,397,36,23093,3008977,0,10
IND222,RAJASINGA,Februari,TP Postpaid,10600,1501,144,9,6522,3198172,0,6
IND327,PILANGLEMPUYANG,Februari,TP Postpaid,10600,1582,325,29,13025,2468653,0,9
IND330,BLOKVETERANDMT,Februari,TP Postpaid,10600,1908,731,65,25933,2976398,94,11
GRT446,KPCILANJUNGDMT,Februari,TP Postpaid,10600,2129,475,56,24654,3291441,344,10
GRT401,KPCIREUNGIT,Februari,TP Postpaid,10600,1953,670,53,33268,3019004,276,9
GRT435,RELOCCITRAARGO,Februari,TP Postpaid,7700,4911,684,125,30283,7601567,0,11
GRT449,DSGIRIMAKMURDMTMW,Februari,TP Postpaid,10600,2032,549,47,25429,3141124,0,9
GRT447,JLSUKAREGANGDMT,Februari,TP Postpaid,10600,1707,263,23,10244,2637958,0,9
GRT429,DSHANJUANG,Februari,TP Postpaid,10600,1871,381,32,21108,2892246,346,7
GRT439,NGAMPLANGSARI,Februari,TP Postpaid,7700,1800,341,43,16386,2782492,0,9
GRT260,KPJATI,Februari,TP Postpaid,10600,1877,352,26,19175,2900888,0,6
