Site ID,Site Name,Month,Site Tipe,Daya Master,KWH,RRC Average,User Active Average,Payload,Cost,Total RRU
TSK576,SUKARESIK,Januari,Tsel Postpaid,10600,2115,424,38,19759,3360713,6
TSK142,BARENGKOK,Januari,Tsel Postpaid,10600,2391,688,80,30441,3799309,10
TSK372,TARAJU,Januari,Tsel Postpaid,16500,3059,1231,89,44961,4860858,7
TSK135,COGREG,Januari,Tsel Postpaid,10600,2414,593,49,27156,3837178,7
TSK176,NAGARAWANGI,Januari,Tsel Postpaid,13200,2471,515,66,27793,3928015,7
TSK172,RAHAYUTASIK,Januari,Tsel Postpaid,13200,1990,491,42,23542,3162416,6
TSK134,KPSUKAGALIH,Januari,Tsel Postpaid,16500,2065,452,49,21607,2983103,10
TSK429,CULAMEGA,Januari,Tsel Postpaid,16500,2323,495,48,20931,3692150,6
TSK408,CIHERAS,Januari,Tsel Postpaid,10600,2549,862,98,38828,4050175,7
TSK404,DSSDKERTATSK,Januari,Tsel Postpaid,10600,1593,361,65,12405,2532454,6
TSK403,HONJE,Januari,Tsel Postpaid,10600,2568,539,46,22588,4081211,7
TSK128,TOBONGJAYA,Januari,Tsel Postpaid,10600,643,392,35,21794,8118032,9
TSK061,CIDAHUTSK,Januari,Tsel Postpaid,10600,1879,349,29,18110,2986003,9
TSK060,PUSPAHYANG,Januari,Tsel Postpaid,16500,1867,581,50,21937,2968077,8
TSK059,CILUMBA,Januari,Tsel Postpaid,16500,2628,1121,81,30022,4176720,10
TSK058,BABEDAHAN,Januari,Tsel Postpaid,16500,1775,558,48,28666,2821540,10
TSK046,JAMANIS,Januari,Tsel Postpaid,16500,2554,485,45,19708,4057708,15
SMD064,NARIMBANG,Januari,Tsel Postpaid,10600,2392,1035,106,41632,3732430,9
TSK031,SALOPA,Januari,Tsel Postpaid,23000,2525,912,116,37922,4013449,11
TSK029,LEUWISARI,Januari,Tsel Postpaid,23000,3423,1197,163,56862,4945324,12
TSK025,CISAYONG,Januari,Tsel Postpaid,23000,2223,508,37,28563,3531660,6
TSK155,JLSANGHIANG,Januari,Tsel Postpaid,13200,2216,366,38,18931,3522650,6
TSK153,CIGOROWONG,Januari,Tsel Postpaid,10600,2415,587,66,26841,3839069,7
TSK147,PETIRNUNGAL,Januari,Tsel Postpaid,10600,2645,754,92,36846,4203275,11
TSK139,RANCAGIRI,Januari,Tsel Postpaid,10600,3505,211,17,8634,8068289,5
TSK038,CIPEDES,Januari,Tsel Postpaid,16500,2557,979,88,38973,4063205,11
TSK398,ASIATASIK,Januari,Tsel Postpaid,13200,1575,31,2,322,2502752,8
BDG374,RAYAARJASARI,Januari,Tsel Postpaid,10600,2331,544,63,26639,3569422,12
BDG362,PERMATAHIJAU,Januari,Tsel Postpaid,10600,2720,1151,133,55548,4165497,12
BDG330,SINDANGLAYA,Januari,Tsel Postpaid,16500,2642,641,71,33101,4045497,11
BDG345,HAURPUNGUR,Januari,Tsel Postpaid,10600,2528,398,56,21949,3871380,6
BDG334,BOJONGKONENG,Januari,Tsel Postpaid,16500,2703,632,71,34697,4139525,12
BDG338,SUKARANDE,Januari,Tsel Postpaid,23000,3203,711,76,23564,4905016,11
BDG804,PRMATACIBIRU,Januari,Tsel Postpaid,23000,1827,681,42,33655,2797406,7
BDG802,PASEHMJLY,Januari,Tsel Postpaid,16500,3144,1160,149,55789,4814665,9
BDG803,PASIRLAYUNG,Januari,Tsel Postpaid,23000,2086,372,27,22210,3193942,6
SMD233,CIRANGGANIS,Januari,Tsel Postpaid,16500,2823,829,60,30215,4163060,9
TSK941,KPCILANGKAP,Januari,Tsel Postpaid,7700,1910,441,37,18693,3035315,6
SMD397,KCCIHERANGSUMEDANGSELATAN,Januari,Tsel Postpaid,10600,928,308,37,12913,1449184,3
SMD396,KCPADASARICIMALAKA,Januari,Tsel Postpaid,10600,1763,335,39,16696,2749955,5
SMD068,SUKAMAJUKLT,Januari,Tsel Postpaid,10600,3116,1243,130,60538,4862335,8
BDS838,KPCIBIRUBEETJALURCISUMDAWUTBG,Januari,Tsel Postpaid,10600,2203,440,40,22536,3435915,7
SMD005,SNDANGPALAY,Januari,Tsel Postpaid,23000,3478,1382,94,54028,5436437,9
BDG252,TRIBAKTIMLY,Januari,Tsel Postpaid,10600,2811,813,99,32743,4303903,8
BDG174,CITAMAN,Januari,Tsel Postpaid,16500,3034,841,112,43005,4646412,9
BDG262,NEGLA,Januari,Tsel Postpaid,10600,3182,1081,69,34849,4872888,10
BDS341,TRSNCIMUNCANG,Januari,Tsel Postpaid,10600,2209,460,56,27051,3382823,9
BDG304,ARJASARI,Januari,Tsel Postpaid,16500,3054,923,91,40178,4676794,8
SMD077,CICARIMANAH,Januari,Tsel Postpaid,13200,1824,167,17,7468,2844695,6
SMD090,DSBENTAR,Januari,Tsel Postpaid,13200,2013,619,58,26251,3140429,10
SMD085,CIMANGLID,Januari,Tsel Postpaid,13200,2162,586,54,27810,3206995,7
SMD083,SAMPORA,Januari,Tsel Postpaid,13200,2313,474,59,26327,3608310,7
SMD074,RANCAMULYA,Januari,Tsel Postpaid,10600,2335,613,56,31226,3644180,9
BDG296,MANGUNJAYA,Januari,Tsel Postpaid,10600,2494,443,56,22291,3817873,7
BDG244,CIGURUWIK,Januari,Tsel Postpaid,23000,2638,897,94,44323,4038974,11
BDS370,DSJELEGONG,Januari,Tsel Postpaid,10600,28376,334,33,15667,2398757,9
BDG307,KERTASARIBDG,Januari,Tsel Postpaid,23000,2597,1026,114,44086,3977764,8
SMD184,TOLENGAS,Januari,Tsel Postpaid,23000,3670,644,59,33335,5735729,6
SMD185,TOLCILEUNYI,Januari,Tsel Postpaid,23000,2681,339,24,19573,4181992,6
SMD186,MRGAWINDUSMD,Januari,Tsel Postpaid,10600,1523,504,39,27909,2376815,5
SMD265,BABAKANHARJA,Januari,Tsel Postpaid,16500,2502,999,115,39748,3903717,8
SMD255,AHMADSYAMSMD,Januari,Tsel Postpaid,23000,3358,880,49,34701,5250250,10
SMD243,JLRAYACIBEUSI,Januari,Tsel Postpaid,10600,2280,508,32,23439,3557429,9
SMD263,KELSITU,Januari,Tsel Postpaid,16500,2647,987,80,33308,4131174,12
SMD234,KEBONJATI,Januari,Tsel Postpaid,10600,2346,496,38,22685,3660797,10
SMD261,KUTAMANDIRI,Januari,Tsel Postpaid,10600,1797,404,35,24701,2804160,4
BDG167,KAMOJANG,Januari,Tsel Postpaid,13200,1924,389,29,20068,2947237,7
BDG207,PERMATARNCKK,Januari,Tsel Postpaid,16500,2425,778,64,40843,3713923,8
SMD183,JATINUNGGAL,Januari,Tsel Postpaid,13200,2443,761,77,34360,3810568,11
BDK052,MALEBERBARAT,Januari,Tsel Postpaid,10600,23858,344,27,15189,3484475,11
BDG786,UNPADDIPATI,Januari,Tsel Postpaid,10600,1871,323,15,7526,2865553,12
BDK107,HOTELSERENA,Januari,Tsel Postpaid,7700,1827,502,31,15245,2797835,10
BDK433,JLSADANGLUHUR,Januari,Tsel Postpaid,10600,60596,323,22,13890,1257265,9
BDK479,RELOCPASIRKALIKI,Januari,Tsel Postpaid,7700,35256,470,33,19714,3814673,9
BDK548,JLNANAROHANA,Januari,Tsel Postpaid,7700,1370,348,28,15477,2097993,8
BDK588,JLMUTIARAPSRKOJA,Januari,Tsel Postpaid,7700,2129,738,81,39585,3260312,8
BDK600,JLMEKARLAKSANA,Januari,Tsel Postpaid,7700,600,335,14,13455,918829,3
BDK607,KOPOCIRANGRANG,Januari,Tsel Postpaid,7700,1785,379,24,17796,2733517,9
BDK609,KPWARNACINTA,Januari,Tsel Postpaid,7700,1488,296,16,11019,2278697,9
BDK674,MEGAPERMAI,Januari,Tsel Postpaid,10600,21867,390,37,19245,3235335,10
BDG219,CIBADUYUT,Januari,Tsel Postpaid,16500,660,885,66,39293,1010712,10
BDG125,BUDISARI,Januari,Tsel Postpaid,23000,2712,890,60,36076,4153231,10
BDG120,RESTSUNDAKLP,Januari,Tsel Postpaid,23000,3360,1165,135,43309,5155489,9
BDG155,JTYTELKOMMBL,Januari,Tsel Postpaid,23000,3135,819,72,44089,4800637,9
BDG210,LEDENG,Januari,Tsel Postpaid,16500,1664,487,31,18526,2548419,7
BDG151,TMNSURYAIDH,Januari,Tsel Postpaid,23000,2309,806,82,37953,3535532,9
BDG414,RSKEBONJATI,Januari,Tsel Postpaid,13200,2182,41,3,1539,3342026,13
BDG015,PUNGKUR,Januari,Tsel Postpaid,23000,2889,1001,62,36749,4424729,11
BDG005,CIHAMPELAS,Januari,Tsel Postpaid,23000,3684,1470,119,36922,5651075,12
BDG036,HTLSERELLA,Januari,Tsel Postpaid,33000,4280,1471,130,43887,6564162,12
BDG017,CALADI,Januari,Tsel Postpaid,23000,3386,1029,72,43390,5194172,11
BDG009,KLITEFM,Januari,Tsel Postpaid,23000,3559,986,64,32187,5460525,12
BDG082,ASTANAANYAR,Januari,Tsel Postpaid,23000,2726,806,52,23794,4173490,10
BDG069,KOPOLKRSEL,Januari,Tsel Postpaid,23000,2982,1082,77,34963,4565219,12
BDG054,BCAKOPO,Januari,Tsel Postpaid,23000,2416,767,51,31572,3700094,9
BDG821,KEMBARSELATAN,Januari,Tsel Postpaid,7700,1654,404,30,13602,2532906,9
BDK961,GANGTILIL,Januari,Tsel Postpaid,7700,1434,275,27,15985,2196002,6
BDG370,CIRANGRANG,Januari,Tsel Postpaid,13200,836,1239,83,53541,3014890,12
BDG340,JLGAGAK,Januari,Tsel Postpaid,10600,1963,504,38,32193,3007083,7
BDG051,DIVRE3,Januari,Tsel Postpaid,23000,3434,1164,86,39607,5269056,12
bdg049,JUNJUNAN,Januari,Tsel Postpaid,23000,3118,850,50,31691,4775584,11
BDG046,DAGOGOLF,Januari,Tsel Postpaid,5500,1488,321,21,20354,2278987,6
BDK859,TUBAGUSISMAILDLM,Januari,Tsel Postpaid,7700,2516,697,66,32107,3852957,6
BDK893,JLINHOFTANK,Januari,Tsel Postpaid,7700,1775,594,38,29583,2718204,9
BDG158,MEKARMULYA,Januari,Tsel Postpaid,16500,3329,1074,92,24447,5107756,9
BDG068,SMUN3BDG,Januari,Tsel Postpaid,23000,3390,2049,198,53429,5200757,9
BDG077,RIUNGBANDUNG,Januari,Tsel Postpaid,23000,2511,402,25,17792,3845422,7
BDG067,KTRBERSAMA,Januari,Tsel Postpaid,23000,3726,874,105,43573,5717140,10
bdg122,ANTAPANIKIDL,Januari,Tsel Postpaid,23000,3428,937,85,46391,5259884,13
BDG541,PERUMADIPURA,Januari,Tsel Postpaid,10600,2155,555,49,30346,3301292,9
BDK730,BBKNANTAPANI,Januari,Tsel Postpaid,7700,1642,296,22,14269,2514529,9
BDK644,GEDEBAGEKLN,Januari,Tsel Postpaid,7700,1889,374,41,19518,2892780,10
BDG039,LASWI,Januari,Tsel Postpaid,23000,3726,788,94,42105,5715991,12
BDG240,MARGACINTA,Januari,Tsel Postpaid,10600,2736,807,56,35632,4190352,7
BDG300,NUANSAINDAH,Januari,Tsel Postpaid,23000,2562,659,54,30885,3922589,12
BDG321,STDSILIWANGI,Januari,Tsel Postpaid,10600,1971,814,63,32641,3018752,9
BDK750,JLSUKAMULUS,Januari,Tsel Postpaid,7700,1524,297,21,14684,2333826,8
BDK566,GRIYACARAKAPRM,Januari,Tsel Postpaid,7700,1337,242,10,14605,2047458,3
BDG020,SRIGADING,Januari,Tsel Postpaid,23000,3153,916,66,42313,4828447,12
BDK761,JLLIOGIRANG,Januari,Tsel Postpaid,7700,38193,334,18,14595,2508403,9
BDK545,KALIJATIINDAHSLTN,Januari,Tsel Postpaid,7700,1680,215,17,11206,2572722,6
BDS564,KOMPGRIYAWINAYA,Januari,Tsel Postpaid,7700,1222,259,16,15910,1871348,5
BDG352,WARUNGJAMBU,Januari,Tsel Postpaid,10600,2653,810,73,43446,4062481,13
BDG022,GATSULASWI,Januari,Tsel Postpaid,23000,3449,937,83,49045,5292701,12
BDK747,SINDANGSARIANTAPANI,Januari,Tsel Postpaid,7700,1476,274,18,17091,2260320,6
BDK773,ANTAPANIMAS,Januari,Tsel Postpaid,7700,1299,161,9,9959,1989265,6
BDG907,TRSNSTATION,Januari,Tsel Postpaid,7700,1915,259,34,20983,2932597,9
BDK286,POLDAJABAR,Januari,Tsel Postpaid,7700,1846,863,58,20398,2826610,7
BDK762,JLAYANI689,Januari,Tsel Postpaid,7700,1410,302,19,17427,2159249,6
BDK818,CIJERAHINDAH,Januari,Tsel Postpaid,7700,1437,345,22,17365,3364972,6
BDK788,JLANTAPANILAMA,Januari,Tsel Postpaid,7700,1334,403,26,18040,2042864,6
BDK238,JLGANDAPURA,Januari,Tsel Postpaid,10600,1664,341,23,13543,2548220,9
BDK238,JLGANDAPURA,Januari,Tsel Postpaid,10600,1664,341,23,13543,2548220,9
BDK795,RAYANASUTION,Januari,Tsel Postpaid,10600,1343,275,19,12392,2056646,6
BDK372,BBKNCISARANTEN,Januari,Tsel Postpaid,7700,1546,258,22,17114,2367516,6
BDK353,RSCICENDO,Januari,Tsel Postpaid,16500,2474,859,53,28554,3789221,13
BDK794,MALEBERUTARA,Januari,Tsel Postpaid,7700,40651,738,63,39842,4164150,9
BDK808,SENTRADAGO,Januari,Tsel Postpaid,7700,1419,201,13,10506,2173031,6
CMS105,DSCITEMBONG,Januari,Tsel Postpaid,10600,2145,360,38,19200,3408770,6
CMS100,SDTAKARYA,Januari,Tsel Postpaid,10600,2453,546,92,17505,3898234,9
CMS121,KPTARISI,Januari,Tsel Postpaid,10600,2034,437,67,20111,3232372,12
CMS119,DSCIBUNGUR,Januari,Tsel Postpaid,10600,2829,666,89,22171,4495762,6
CMS112,KEDUNGREJO,Januari,Tsel Postpaid,4400,2412,671,45,32623,3833078,8
CMS106,KALIJAYA,Januari,Tsel Postpaid,10600,2826,789,100,34481,4490804,12
CMS104,MASAWAH,Januari,Tsel Postpaid,10600,1835,314,34,16748,2916128,6
CMS103,DSNCICURUG,Januari,Tsel Postpaid,10500,2761,661,106,33882,4387699,12
CMS102,KPCIKIJING,Januari,Tsel Postpaid,10600,1531,420,32,12066,2433020,6
CMS044,CIHIDEUNGCMS,Januari,Tsel Postpaid,10600,1634,344,38,14870,2596704,6
CMS111,CEKACIAMIS,Januari,Tsel Postpaid,10600,2447,581,101,27742,3888699,10
CMS146,DSNBALATER,Januari,Tsel Postpaid,13200,2437,644,115,24358,3872807,8
CMS145,SUKAJAYACMS,Januari,Tsel Postpaid,13200,1736,300,28,12350,2758799,9
CMS144,CIGASONG,Januari,Tsel Postpaid,16500,2605,813,152,32315,4139788,8
CMS126,CIPICUNGCMS,Januari,Tsel Postpaid,10600,1997,465,57,19354,3173573,11
CMS049,AMPLAK,Januari,Tsel Postpaid,10600,1764,574,46,17519,2803296,9
CMS107,DSCILEMPUNG,Januari,Tsel Postpaid,10600,2263,326,65,13021,3596292,8
CMS137,KPCIOMAS,Januari,Tsel Postpaid,16500,1758,350,45,16616,2794174,10
BJR038,PONPESDRLHDA,Januari,Tsel Postpaid,23000,3107,1160,158,43312,4758142,8
BJR039,KECBANJAR,Januari,Tsel Postpaid,13200,3119,1403,144,45212,4776518,8
CMS076,HEGARMANAH,Januari,Tsel Postpaid,10600,2533,459,58,22102,4025813,6
CMS096,SIDARAHAYU,Januari,Tsel Postpaid,10600,2086,427,53,17543,3315008,15
CMS143,CIMANGGUCMS,Januari,Tsel Postpaid,13200,2000,694,111,28390,3178340,10
CMS085,KECLAKBOK,Januari,Tsel Postpaid,10600,2051,232,16,11547,3259388,12
CMS078,KERTAMUKTI,Januari,Tsel Postpaid,10600,1723,288,30,14965,2738140,6
CMS147,DSNMEREJAN,Januari,Tsel Postpaid,10600,1691,380,32,19023,2687287,12
CMS075,JLNAGROG,Januari,Tsel Postpaid,10600,2009,238,25,13242,3192866,5
CMS073,SINDANGRASA,Januari,Tsel Postpaid,10600,2445,610,41,27600,3885362,7
CMS135,BENDASARICMS,Januari,Tsel Postpaid,16500,1732,184,15,9878,2752363,6
CMS130,PANAEKAN,Januari,Tsel Postpaid,13200,1926,362,26,12400,3061981,6
CMS128,TUNGGILIS,Januari,Tsel Postpaid,10600,2059,522,43,20009,3272101,6
CMS071,SIDAHARJA,Januari,Tsel Postpaid,10600,2100,399,41,18715,3337257,9
CMS070,CINARATU,Januari,Tsel Postpaid,10600,1960,393,39,20525,3114773,10
CMS068,RAYACIKONENG,Januari,Tsel Postpaid,10600,2382,544,46,19830,3784052,8
CMS067,GDGOLKARCMS,Januari,Tsel Postpaid,16500,1568,481,72,10922,2492581,9
CMS077,KERTAHAYU,Januari,Tsel Postpaid,10600,97767,272,23,11294,2686523,9
CMS142,DSJADIMULYA,Januari,Tsel Postpaid,13200,2020,575,81,25731,3210123,9
CMS274,HANDAPHERANG,Januari,Tsel Postpaid,16500,2288,524,56,21316,3636084,6
CMS277,PAMARICAN,Januari,Tsel Postpaid,16500,2600,646,56,31421,4131906,10
CMS335,PANJALU,Januari,Tsel Postpaid,16500,2158,525,40,22609,3429826,9
CMS332,CIHAURBEUTI,Januari,Tsel Postpaid,10600,2067,319,30,15905,3285053,9
CMS148,CIHALARANG,Januari,Tsel Postpaid,13200,2033,278,22,15443,3229877,6
CMS027,LEGOKJAWA,Januari,Tsel Postpaid,10600,1445,322,34,16214,2296351,9
CMS035,PADAHERANG,Januari,Tsel Postpaid,16500,1870,430,40,21692,2971748,10
CMS028,CIMARAGAS,Januari,Tsel Postpaid,16500,2236,452,39,19574,3553845,15
CMS026,LGKPLANCAR,Januari,Tsel Postpaid,16500,2812,786,87,31048,4469223,10
CMS012,CIDOLOK,Januari,Tsel Postpaid,16500,2910,659,79,29223,4624485,10
CMS272,IMBANAGARA,Januari,Tsel Postpaid,10600,2095,479,48,23677,3328072,10
CMS270,CIKOHKOL,Januari,Tsel Postpaid,10600,2370,434,31,24820,3766333,6
CMS269,BJNGKAREKES,Januari,Tsel Postpaid,16500,2581,551,56,28880,4101648,7
CMS276,GIRIHARJA,Januari,Tsel Postpaid,10600,2590,825,134,34187,4115950,10
CMS030,SADANANYA,Januari,Tsel Postpaid,16500,2050,598,57,27029,3257290,10
CMS010,CIJULANG,Januari,Tsel Postpaid,16500,2491,799,80,30283,3958623,9
CMS009,BANJARSARI,Januari,Tsel Postpaid,23000,1977,356,23,16647,3141789,10
CMS024,CISEELCMS,Januari,Tsel Postpaid,16500,3762,394,36,20006,5988457,6
CMS005,CIGANJENG,Januari,Tsel Postpaid,10600,3123,747,114,21005,4962978,15
CMS020,CIMERAK,Januari,Tsel Postpaid,16500,3651,734,76,29339,5811663,6
PAN017,DSKEDUNGHAURKERTAJAYA,Januari,Tsel Postpaid,7700,1673,350,27,22186,2658681,6
CMS084,CARIYANG,Januari,Tsel Postpaid,10600,2250,335,29,17552,3574679,5
TSK077,Ciropoh,Januari,Tsel Postpaid,10600,2521,788,62,36452,4006345,11
CMS348,JLKARANGSARIPNGNDRAN,Januari,Tsel Postpaid,7700,1716,773,37,15387,2727016,9
CJR349,SIMPKALIMARU,Januari,Tsel Postpaid,13200,2248,305,39,14035,3442179,7
CJR328,JANGARI,Januari,Tsel Postpaid,16500,2996,611,69,34337,4587193,7
CJR359,PARAGAN,Januari,Tsel Postpaid,13200,1725,295,23,19259,2642445,6
CJR027,MERKARGALIH,Januari,Tsel Postpaid,10600,2151,493,105,18325,3293068,7
CJR022,CIKADU,Januari,Tsel Postpaid,16500,1778,358,41,17791,2721817,9
CJR076,CIWARUCJR,Januari,Tsel Postpaid,10600,1612,157,16,10104,2467561,7
CMS162,BAGOLO,Januari,Tsel Postpaid,10600,2931,808,128,32365,4657858,12
CMS149,KAWUNGLARANG,Januari,Tsel Postpaid,13200,3014,945,148,34699,4789759,11
CMS151,CITEMBONGCMS,Januari,Tsel Postpaid,4400,1892,401,47,19330,3006709,6
CMS153,GOLEMPANG,Januari,Tsel Postpaid,16500,2050,558,83,22234,3257799,7
CMS185,KPBULAKLAUT,Januari,Tsel Postpaid,10600,3014,156,5,2977,4789759,12
CMS177,PANGANDARAN,Januari,Tsel Postpaid,10600,1512,300,35,13353,2402825,9
CMS172,LAKBOK,Januari,Tsel Postpaid,23000,2317,483,34,19370,3682107,9
CJR012,CKALONGKULON,Januari,Tsel Postpaid,16500,2009,565,63,16970,3075643,10
CMS203,HUJUNGTIWU,Januari,Tsel Postpaid,10600,2078,515,50,22805,3303233,11
CMS190,SUKAMAJUCMS,Januari,Tsel Postpaid,13200,2244,425,40,21823,3567337,7
CMS189,SUKALILA,Januari,Tsel Postpaid,13200,2109,330,43,16646,3351559,6
CMS182,SINDANGCMS,Januari,Tsel Postpaid,10600,311730,696,115,32391,4082577,11
CMS165,CIKONDANG,Januari,Tsel Postpaid,10600,2132,638,101,29754,3388110,10
BJR002,BBKPERTAMINA,Januari,Tsel Postpaid,23000,2268,461,43,24400,3473175,7
CJR030,BABAKANCJR,Januari,Tsel Postpaid,16500,1995,279,31,16893,3054831,7
CJR075,CIKENDI,Januari,Tsel Postpaid,13200,2114,202,30,12600,3238490,6
CJR056,SUKAPURA,Januari,Tsel Postpaid,10600,1934,220,20,12848,2962168,6
CJR064,JAYAGIRI,Januari,Tsel Postpaid,10600,2049,255,28,15403,3138690,6
CJR033,MUNJUL,Januari,Tsel Postpaid,10600,2852,604,70,35458,4366522,9
CJR061,MUARACIKADU,Januari,Tsel Postpaid,10600,1717,165,23,11248,2628709,6
CJR047,MENTENGSARI,Januari,Tsel Postpaid,11000,2130,288,42,14802,3261844,6
CJR062,BATUKARUT,Januari,Tsel Postpaid,10600,2314,379,62,15506,3543220,7
CJR063,SINDANGRAJA,Januari,Tsel Postpaid,10600,1828,315,29,18306,2799244,6
CJR059,CUKCRUKAN,Januari,Tsel Postpaid,10600,2591,237,30,13292,3968944,6
CJR072,KPLASARI,Januari,Tsel Postpaid,10600,1978,223,34,10496,3028798,8
CJR070,SUKAJAYACJR,Januari,Tsel Postpaid,10600,20700,440,71,23731,4021057,10
CJR066,CIBULAKAN,Januari,Tsel Postpaid,10600,2433,419,46,27597,3725178,7
COD055,CMBSOKLATSUBANGM,Januari,Tsel Postpaid,13200,1322,452,58,23357,2101375,3
CRB021,BEBER,Januari,Tsel Postpaid,16500,3015,586,56,24537,4705340,10
CRB072,TOLLKANCI,Januari,Tsel Postpaid,16500,1860,422,47,21755,2821499,7
CRB124,SEDONGCIRBON,Januari,Tsel Postpaid,10600,2870,709,78,39245,5675148,7
CRB108,KOGUHA,Januari,Tsel Postpaid,10600,3123,801,70,46522,4871665,12
CRB109,PANONGAN,Januari,Tsel Postpaid,10600,2220,463,41,24986,3463407,6
BJR055,HAURMUKTI,Januari,Tsel Postpaid,10600,2612,527,83,19278,3999969,10
CRB588,JAGAPURA,Januari,Tsel Postpaid,10600,2695,512,46,26413,4205255,11
CRB052,KLANGENAN,Januari,Tsel Postpaid,16500,2924,1005,132,41914,4562637,9
CRB022,MUNDU,Januari,Tsel Postpaid,16500,2849,872,87,37569,4445226,12
CRB051,BUNTETCRB,Januari,Tsel Postpaid,10600,3015,1293,147,76678,4703421,9
COD140,ANDARPRAJARAJADESA,Januari,Tsel Postpaid,6600,1916,237,28,10643,3044850,6
CRB478,TANGKIL,Januari,Tsel Postpaid,10600,1816,239,24,15016,2832275,9
SMD033,VILACILENYI,Januari,Tsel Postpaid,10600,2363,515,40,27332,3687993,11
SMD236,CINMULYA,Januari,Tsel Postpaid,10600,1844,462,35,23336,2877352,12
CRB133,KPKALIASCRB,Januari,Tsel Postpaid,10600,1463,318,37,13895,2283574,9
CRB137,DSNKAGUNGAN,Januari,Tsel Postpaid,10600,97982,360,27,19187,3148309,6
CRB084,JAMARASKIDUL,Januari,Tsel Postpaid,10600,2175,593,66,30412,3393771,12
CRB099,PANTURA,Januari,Tsel Postpaid,10600,2141,334,29,17089,3341035,15
CRB097,WALED,Januari,Tsel Postpaid,10600,1921,336,21,19863,2996308,6
CRB094,PALIMANAN,Januari,Tsel Postpaid,10600,2414,688,81,34751,3766054,11
COD131,CMBCISALAKCIDAUN2,Januari,Tsel Postpaid,7700,1414,158,12,7103,2165374,3
CRB470,MARIKANGEN,Januari,Tsel Postpaid,10600,1909,478,55,17932,2978474,9
CRB467,GUNUNGJATI,Januari,Tsel Postpaid,16500,2043,584,59,33683,3187644,7
CRB024,ALFACIREBON,Januari,Tsel Postpaid,23000,2153,562,39,25683,3267069,10
CRB025,HOTELPINUS,Januari,Tsel Postpaid,23000,2542,1184,91,36846,3856048,9
CRB048,BBKCILIMUS,Januari,Tsel Postpaid,16500,2674,740,78,39255,4172709,11
CRB031,PESANGGRAHAN,Januari,Tsel Postpaid,10600,2965,703,65,37031,4626921,7
CRB032,PLUMBON,Januari,Tsel Postpaid,23000,3436,1476,195,50498,5371296,8
CRB028,PERUMNASGNG,Januari,Tsel Postpaid,23000,2578,1075,163,43057,3910582,9
CRB035,KADUKERAS,Januari,Tsel Postpaid,23000,3756,653,60,42314,5870474,7
CRB023,SINDANGJAWA,Januari,Tsel Postpaid,23000,2705,787,65,31439,4220874,8
CRB042,TEGALWANGI,Januari,Tsel Postpaid,23000,3182,904,94,41808,4964361,8
CRB039,SETUPATOK,Januari,Tsel Postpaid,23000,1974,381,27,15000,2994430,9
IND240,Wanakaya,Januari,Tsel Postpaid,10600,1884,462,46,27098,2884772,5
IND228,TERISI,Januari,Tsel Postpaid,23000,2842,834,63,38307,4353091,9
GRT396,CILAWUGRT,Januari,Tsel Postpaid,13200,2353,568,92,31186,3638000,9
GRT257,GOLFNGAMPLANG,Januari,TP Postpaid,10600,1152,545,62,28950,1781228,7
GRT040,PAMULIHAN,Januari,Tsel Postpaid,16500,2961,797,92,42772,4577447,8
GRT072,Pasir Uncal,Januari,Tsel Postpaid,10600,1659,290,34,14196,2563232,9
GRT066,RAYAPAWITAN,Januari,Tsel Postpaid,10600,2314,606,49,30215,3576430,11
GRT348,VILLAINTANREGENCY,Januari,Tsel Postpaid,7700,1293,161,8,7576,1998757,6
GRT349,PERUMPASADENA,Januari,Tsel Postpaid,7700,1296,187,11,11589,2003394,6
GRT304,Rancasalah,Januari,Tsel Postpaid,10600,2338,508,48,28136,3613607,7
GRT302,AMOSEAS,Januari,Tsel Postpaid,16500,2003,634,40,20760,3097470,7
GRT075,ASIAGARUT,Januari,Tsel Postpaid,13200,2350,46,1,875,3633100,9
GRT154,KATAPANGSUCI,Januari,Tsel Postpaid,13200,2318,595,68,34673,3582149,10
GRT104,SUKARASA,Januari,Tsel Postpaid,10600,1890,395,36,22069,2921632,6
GRT142,KADUNGSARI,Januari,Tsel Postpaid,13200,2560,823,87,38679,3957600,8
GRT155,SANDING,Januari,Tsel Postpaid,13200,1724,339,28,19668,2665828,6
GRT138,NEGLASARI,Januari,Tsel Postpaid,13200,2166,395,36,20922,3347091,6
GRT150,GODOGGRT,Januari,Tsel Postpaid,10600,3033,505,77,25673,4688794,8
GRT158,CILAUTEUREUN,Januari,Tsel Postpaid,10600,2146,507,52,27118,3317148,10
GRT112,SUKAMAJU,Januari,Tsel Postpaid,16500,2323,343,43,24024,3590234,6
GRT132,BOJONGGRT,Januari,Tsel Postpaid,10600,2298,523,39,26770,3553119,7
GRT121,KPPEERCBL,Januari,Tsel Postpaid,10600,2007,409,31,20024,3103328,8
GRT118,DARAJAT,Januari,Tsel Postpaid,10600,2535,589,74,31455,3918677,8
GRT144,DYHMANGGUNG,Januari,Tsel Postpaid,4400,1898,259,19,15772,2932886,6
GRT151,SUCINARAJA,Januari,Tsel Postpaid,4400,2713,614,84,28960,4193633,12
GRT079,PEPABRI,Januari,Tsel Postpaid,10600,1526,448,27,21322,2359059,7
GRT078,KOTAKULON,Januari,Tsel Postpaid,10600,3391,267,30,14623,5251257,7
